"OID_","POINT_X","POINT_Y"
,99.571025,37.332672
,99.279908,36.717801
,99.248058,37.267606
,99.412516,36.789430
,99.894044,37.559485
,99.391221,36.729676
,99.810672,37.194102
,99.996410,36.511440
,100.747077,36.834528
,99.421276,36.702100
,99.308992,36.935648
,99.727645,36.711072
,100.464906,37.043490
,100.209680,36.494417
,99.866540,37.244594
,98.963909,36.677152
,100.136154,36.654446
,99.561541,36.500885
,99.723546,36.641648
,98.852137,36.948016
,100.163018,36.461059
,99.447491,36.925487
,99.040182,37.200321
,100.533309,37.289373
,100.361291,37.338956
,99.395168,37.265168
,99.240594,36.827973
,99.874950,37.265002
,100.539256,36.908208
,99.858967,37.429753
,99.812205,37.287646
,100.245204,36.432835
,100.604923,36.923414
,100.009652,37.478364
,99.592738,36.606979
,100.310722,37.227923
,99.342468,36.991345
,99.944641,36.391962
,98.848976,36.724277
,100.635158,37.162613
,99.095692,37.147081
,99.633913,36.731636
,99.573842,37.326010
,100.087323,37.183395
,99.314326,37.500860
,98.926728,37.011136
,99.842563,37.283730
,99.812207,36.708149
,99.875643,36.719500
,99.374932,37.017989
,100.150766,37.416425
,98.982040,37.297870
,99.253444,36.780846
,99.701832,36.824629
,99.966023,36.311094
,100.106041,37.474382
,99.540177,37.308061
,98.839306,36.921254
,100.385407,36.494937
,100.395715,36.637542
,98.878522,36.609464
,99.398470,36.649371
,99.581671,36.799435
,99.388340,37.024791
,99.365467,37.299203
,100.163467,37.243201
,100.101441,37.503903
,100.615251,36.939788
,99.758677,37.320209
,99.100727,37.299655
,99.449436,36.664253
,99.620094,36.707209
,99.452183,37.526411
,99.986192,36.505816
,99.115007,36.487783
,99.575559,37.317386
,98.829214,37.319697
,100.071194,36.520177
,100.381442,37.270274
,100.328822,37.256757
,99.880236,37.407711
,99.718050,36.391023
,99.843234,36.347144
,100.318061,37.398708
,100.351484,36.493476
,99.670851,37.488064
,99.330099,36.720689
,100.455358,37.133344
,99.233416,37.321138
,98.994703,37.139308
,98.921992,36.666233
,99.735843,37.084344
,98.855247,37.284269
,99.904444,36.355451
,99.640757,37.219360
,100.412185,37.186729
,99.453794,37.440722
,99.659268,37.067565
,99.611109,36.462133
,98.890975,37.235452
,100.571613,37.027557
,99.872516,36.692540
,99.768397,36.752469
,100.256609,37.355896
,99.430494,37.464700
,100.618115,36.893364
,98.821636,37.274208
,100.703299,37.351777
,99.007201,36.711870
,99.509108,37.326931
,99.885619,37.346889
,100.153666,37.313587
,99.020228,37.342624
,100.664508,36.950499
,100.516561,37.440530
,99.850349,36.389965
,99.881706,37.338005
,100.460954,36.869208
,98.879845,37.390019
,99.976461,36.414219
,100.066978,36.311691
,99.373659,37.143765
,99.274718,36.513138
,99.249617,37.312206
,100.665382,36.938921
,99.061410,37.483617
,98.889958,36.525488
,99.710821,37.144729
,99.125812,36.959732
,98.875877,37.177260
,98.926775,37.026840
,99.353010,36.822377
,100.547535,37.240257
,99.561403,37.466725
,99.872249,37.000479
,99.521826,36.752399
,98.943365,36.849196
,99.321697,36.522160
,100.479707,37.301092
,100.467236,36.865565
,98.828342,37.334903
,98.905375,36.561277
,100.416179,37.226760
,100.181477,37.481205
,99.693365,37.417316
,99.562538,37.248179
,100.506649,37.292490
,99.662302,37.065181
,100.112065,37.396426
,98.951312,36.646678
,99.784749,36.961083
,100.631733,37.180164
,100.602811,37.306042
,100.251672,37.410289
,100.172316,37.168615
,98.976355,37.140789
,100.198182,37.353497
,100.484624,36.860007
,99.377007,37.221746
,99.898939,36.722754
,99.238581,37.088791
,99.420705,36.792771
,100.422220,37.130536
,99.450459,37.441541
,100.305049,37.360978
,99.887150,37.318291
,99.735971,36.406497
,100.440765,36.897859
,100.427587,36.665756
,100.754794,37.149725
,99.558440,36.557867
,99.216310,36.713124
,99.166623,37.268460
,99.835395,36.938403
,99.147208,37.264732
,99.405798,36.963377
,100.038610,36.435197
,100.094433,37.396813
,99.317744,36.919142
,99.198721,37.265405
,99.032291,37.111399
,98.861990,36.639147
,100.047087,37.271017
,99.292959,36.446799
,100.079630,37.453322
,98.974392,36.538180
,100.399179,37.459126
,99.534669,37.386803
,99.916151,37.347756
,99.409005,36.532005
,99.551366,36.941922
,99.053681,37.257894
,99.703332,37.025058
,99.575901,37.384787
,99.876324,37.404794
,100.013833,37.422573
,100.787280,37.256736
,100.137044,36.520388
,100.454533,37.298205
,100.340634,37.120973
,99.803165,37.413053
,100.287870,37.356373
,99.166095,36.997053
,99.271873,36.502578
,99.235382,36.747495
,99.297861,36.981459
,99.125045,37.341129
,98.908478,37.193057
,99.102629,36.764860
,99.504269,36.694263
,100.056896,37.468032
,100.243883,37.476087
,99.535211,37.239025
,100.520198,37.323979
,100.670768,36.897250
,99.515550,36.932689
,100.611929,37.108161
,98.915078,36.931967
,99.434585,36.961057
,99.153873,36.940967
,99.162997,36.688693
,99.578042,36.607353
,99.707303,36.958916
,99.410842,37.036041
,99.120180,37.478006
,99.412648,37.529584
,100.434710,37.342264
,98.943276,36.976477
,99.928405,36.409823
,99.913559,36.437487
,99.493525,36.976715
,100.697313,36.839720
,99.871210,36.581767
,99.911297,36.339854
,99.233708,37.227625
,100.095277,36.432604
,99.546927,37.324268
,99.273510,36.809128
,99.304839,37.229288
,99.706780,36.570581
,99.885303,36.482545
,100.012650,36.318723
,98.943451,36.661255
,99.335503,36.817108
,99.320157,37.364498
,98.863423,36.578616
,99.421871,36.738757
,98.858880,37.337990
,100.243778,36.470030
,99.698145,37.377993
,100.109054,36.340987
,99.504675,37.435747
,100.202006,37.379551
,99.441101,37.071033
,98.934792,37.397203
,99.913925,37.426953
,100.413717,37.428430
,100.158227,36.611374
,99.472428,37.461018
,99.412512,36.762771
,99.757684,37.132229
,99.175688,37.028340
,99.801646,37.456607
,99.807189,36.406000
,99.779410,37.513734
,99.011733,36.863100
,99.559002,36.584926
,99.312535,36.596922
,100.094922,36.498042
,98.868200,37.164877
,98.954564,36.541315
,98.969367,36.660248
,99.085730,37.004371
,99.307714,37.251372
,99.383572,37.370942
,100.768595,37.171003
,99.338786,36.602650
,99.167690,36.697994
,100.736996,37.268532
,100.204354,37.190841
,99.480373,37.274931
,100.166272,37.310584
,98.929964,37.115250
,99.605264,37.472816
,100.149438,36.638816
,99.614761,36.757726
,99.563463,36.853136
,98.927257,37.431264
,99.876000,37.038156
,100.763965,37.097242
,99.832741,36.572229
,98.949932,37.272846
,100.479895,37.329516
,99.359043,37.356880
,100.321275,36.526441
,99.040150,36.915681
,99.482188,36.649604
,99.050670,37.308771
,98.826909,37.050695
,99.826497,37.427476
,100.181306,36.596258
,99.819598,36.702548
,99.516301,36.772259
,99.967982,37.381109
,98.937683,36.885001
,99.343635,37.508192
,99.524111,37.293645
,100.168405,36.468539
,99.522759,37.207546
,99.116003,37.143405
,99.284165,37.418807
,99.844382,37.600223
,99.471304,37.304181
,99.752187,37.506054
,100.547720,37.072224
,100.692031,37.220938
,99.854476,37.290789
,100.783102,37.344138
,100.748811,37.178144
,98.896768,37.293737
,100.139391,37.420993
,98.924983,36.565100
,100.214038,37.235475
,99.205529,37.287582
,98.902133,37.286111
,99.546590,36.756598
,99.543355,36.902881
,98.865056,36.796394
,100.328528,37.365531
,100.634683,36.814685
,99.187806,36.596584
,98.865088,36.783074
,99.637343,36.715185
,99.505587,36.951801
,100.570551,37.038476
,99.374613,36.931704
,99.289923,36.900639
,99.194738,36.789599
,99.279052,37.064170
,99.425691,36.661594
,99.746606,36.370807
,100.079261,37.190063
,99.515989,37.201686
,99.103223,36.875809
,99.765910,37.438065
,99.230927,36.480805
,99.631838,36.929797
,99.028601,37.059529
,99.211575,36.486064
,99.256631,36.524704
,99.882939,37.181058
,100.016480,37.278561
,99.629222,36.416822
,99.981204,37.544560
,99.801636,36.770335
,99.973447,36.372325
,99.125410,36.889045
,99.680655,36.622132
,100.710776,37.171320
,99.517676,36.611107
,99.419490,36.470724
,99.888997,37.482494
,99.417707,37.425589
,99.240397,36.977225
,100.031168,36.387142
,99.237122,36.544265
,100.765084,36.997924
,99.229808,36.572781
,100.009085,37.303041
,99.020845,36.503098
,99.575781,37.449455
,99.317590,36.981892
,99.459512,37.218065
,99.843247,36.463565
,99.451458,37.448798
,99.284551,36.532215
,99.918934,37.320321
,99.426550,36.419828
,99.446127,36.758339
,99.672539,36.994286
,99.372494,37.161112
,100.748964,36.811843
,99.292895,36.537614
,99.657710,37.129252
,100.214017,37.427565
,100.619899,36.968936
,99.279158,37.170940
,98.950512,36.764795
,99.507208,37.258195
,100.653021,36.922195
,98.935662,36.826134
,99.944072,37.423632
,100.561163,36.858687
,100.037631,37.464605
,100.725056,36.752612
,99.608814,37.013964
,99.372512,37.199631
,99.200014,37.126115
,99.839917,36.975256
,99.831107,37.056419
,100.376445,36.488526
,98.904821,37.440706
,98.986560,37.241417
,99.624727,36.688571
,99.496235,37.501510
,100.021995,37.434328
,99.529912,36.711134
,99.964551,37.494957
,99.589372,36.614883
,99.637633,36.713495
,100.393427,37.054467
,99.175705,36.559933
,99.615080,36.787234
,100.587816,36.944582
,99.293585,36.937259
,100.405585,36.651180
,99.149995,36.702583
,99.931542,37.353486
,98.897787,37.330065
,99.381479,37.492466
,99.018470,36.577983
,99.093728,36.862076
,99.960662,37.205875
,99.891753,37.251914
,99.616300,36.739003
,100.041125,37.385418
,100.012805,36.323041
,99.821597,36.419003
,99.863219,37.002223
,99.389858,36.718486
,99.441788,37.403873
,99.086095,36.603602
,100.430978,37.352026
,99.815514,36.545311
,98.875238,37.152934
,100.318841,37.349690
,99.639077,37.430652
,100.622052,37.175429
,98.909742,37.367669
,99.838469,37.293954
,99.255143,37.274980
,100.243786,37.193887
,99.564051,36.499118
,99.667389,37.325587
,100.270379,36.525810
,99.294798,37.218582
,99.429829,36.694857
,98.992063,36.556071
,99.403354,36.646277
,99.239770,37.153578
,99.453570,37.104330
,99.046421,36.665295
,99.238685,36.909779
,99.677504,37.259840
,100.557865,37.116003
,99.351633,37.131212
,99.129523,37.173385
,99.455303,37.072429
,99.629274,36.978377
,100.277543,36.491285
,99.134997,37.326344
,99.491246,37.411539
,100.535333,37.307605
,100.711715,36.775903
,98.862118,37.401159
,99.362399,36.436232
,99.739661,36.628246
,99.093320,36.896317
,99.640673,36.730060
,98.900880,36.988920
,100.323965,37.238164
,99.859076,37.584514
,99.456929,37.246943
,99.991692,36.662062
,99.657798,37.242493
,99.294257,37.315325
,100.574822,37.096683
,99.822105,37.529145
,99.240246,36.844857
,99.317762,37.397156
,99.464318,36.898887
,100.739057,37.151457
,99.638781,36.455735
,100.480146,37.371521
,99.687569,36.843185
,100.207176,36.568689
,98.859083,37.138112
,99.648794,37.165377
,99.804829,37.227235
,99.316426,36.522066
,98.995090,37.264752
,100.389950,36.474834
,100.150836,37.411266
,99.534812,37.055402
,99.510445,37.205882
,99.410821,37.303657
,99.991114,36.484163
,99.781024,37.124323
,99.449836,36.772263
,100.470948,37.120961
,100.430023,37.206298
,100.425402,37.179770
,99.734734,36.470795
,99.977500,37.446687
,100.765734,37.061445
,99.589681,36.778096
,100.546579,37.061713
,99.435840,36.515483
,99.070779,36.680150
,100.724834,36.721682
,98.857356,37.393190
,100.585789,37.244331
,99.360471,37.021220
,99.215608,37.264829
,99.778964,37.479015
,99.376805,37.160951
,99.517902,37.079069
,99.119651,36.966470
,100.343589,37.422234
,100.031766,36.592344
,99.605004,37.195329
,99.876895,37.376500
,99.175512,36.503377
,99.860398,36.611503
,99.706458,37.159958
,99.257407,36.519754
,99.245671,36.686346
,99.832064,37.550731
,99.748431,36.538801
,99.460317,36.885592
,99.069435,37.280996
,99.697493,37.246458
,99.880036,37.387936
,98.855270,36.555415
,99.913010,37.270914
,98.866026,37.054519
,100.031446,36.667529
,100.146575,36.310719
,99.044792,36.589422
,99.419888,36.795556
,98.904851,37.094743
,99.438103,37.206939
,99.082083,37.179242
,98.967602,36.893506
,100.077361,37.491857
,100.349963,37.123428
,100.485989,37.309131
,99.413488,37.230371
,99.437699,37.268100
,100.704969,37.016563
,99.265514,37.344477
,99.632679,36.575015
,99.423086,36.928808
,99.325793,36.860878
,100.628030,37.081290
,100.776228,36.941498
,98.944465,36.751090
,99.924822,37.354662
,99.538873,36.907002
,100.675139,37.430191
,99.326649,36.771490
,100.661567,37.068443
,100.437263,37.300643
,98.982324,36.514901
,99.866256,36.398813
,99.353232,37.502726
,100.328494,36.685580
,100.676507,36.838604
,99.577094,37.100108
,99.112940,37.170788
,99.059425,36.902541
,100.530722,37.399106
,99.140213,37.112249
,100.014963,36.303098
,99.933420,36.467739
,100.422035,37.487270
,100.559616,37.056417
,100.406298,37.233539
,99.278663,36.547940
,100.529672,37.196530
,99.912291,37.492104
,100.675066,37.215160
,99.842477,36.413573
,100.104970,36.519227
,98.854129,36.834471
,99.932819,36.629078
,99.681521,36.798468
,99.732328,36.485474
,100.528315,37.263072
,100.510613,37.445963
,98.976300,36.828691
,99.414649,37.123987
,99.794886,36.784505
,99.410345,37.097649
,99.368002,37.156771
,99.708825,37.176352
,100.530596,37.472873
,100.390757,37.364027
,99.359310,37.194853
,99.141121,37.375280
,99.600376,36.541545
,99.030754,37.311027
,100.678805,37.029024
,99.138320,37.487489
,100.472594,37.297310
,99.007709,37.171534
,100.211035,36.425393
,100.525534,37.322218
,99.286942,36.444043
,99.377244,36.933830
,99.013669,37.196044
,99.176276,37.055288
,99.741780,37.534982
,100.528544,36.587269
,99.976964,36.487381
,99.199016,37.497877
,100.740965,36.974944
,99.629840,36.722744
,99.221593,36.743700
,100.600543,37.257033
,99.794186,36.557158
,99.662228,37.331409
,99.756424,37.324144
,99.190825,36.902860
,99.595684,36.454901
,99.181211,37.089357
,100.449825,37.319651
,100.200065,36.510394
,100.525397,37.021278
,99.005090,37.082200
,99.233987,36.558777
,99.496600,36.571691
,99.991632,37.356177
,99.421089,36.640784
,99.099505,36.709214
,98.987316,36.760402
,99.317743,36.555081
,100.185237,37.271389
,99.300199,36.447243
,98.968213,36.841285
,100.687449,36.732150
,99.327038,37.359204
,99.356558,37.015031
,100.448318,37.193749
,99.835576,36.477016
,98.948166,37.342630
,99.615874,36.793279
,100.337818,37.488109
,100.512272,37.189077
,100.462943,37.378147
,99.215566,36.765188
,99.969281,37.271244
,99.998629,37.334489
,99.205828,36.625849
,99.605057,36.453172
,99.840977,36.359855
,99.195711,37.147073
,99.849893,36.939592
,99.476987,36.554271
,100.275166,36.416881
,100.462876,37.463606
,99.455852,36.915471
,99.901941,37.276257
,99.221339,36.695732
,100.082506,36.444538
,99.545827,37.494597
,100.445167,37.386588
,99.428857,37.068174
,99.669740,36.884450
,99.741662,37.150440
,99.201404,37.288726
,99.011987,36.882224
,100.569129,36.992635
,99.917241,36.463461
,99.245043,37.313057
,99.519892,37.087311
,100.644890,37.426728
,98.844894,36.961920
,99.589634,37.086733
,99.356113,37.155042
,99.091917,37.301944
,99.808711,37.333896
,99.003227,37.429989
,99.951931,37.459121
,98.850121,37.135815
,99.044083,37.441244
,98.841341,37.075257
,99.396904,36.504617
,99.732969,36.462515
,99.983565,37.457035
,99.905711,36.648660
,100.485809,37.201214
,100.537560,36.895817
,100.097363,37.499819
,99.301106,37.492892
,100.093443,37.242402
,99.276135,37.403491
,99.020553,37.289652
,99.529217,36.588792
,100.026842,36.590400
,99.764926,36.964870
,99.509415,36.813606
,100.138715,36.593994
,99.907982,37.284316
,99.213415,37.209281
,100.530709,37.171913
,99.356580,37.267694
,98.991153,37.224074
,99.213068,36.494745
,99.410284,37.013755
,99.960862,36.529460
,99.162544,36.521592
,99.185119,36.834973
,99.392171,37.318214
,99.680123,36.849390
,100.537130,37.111853
,100.402848,37.224599
,100.134548,37.497677
,99.389278,36.769523
,100.205864,36.522444
,99.720887,37.557448
,98.910066,36.731131
,99.450712,36.774502
,100.174633,37.346152
,99.865635,37.386292
,99.573173,36.953201
,99.072203,37.246401
,100.808797,37.243160
,99.162526,36.678033
,99.991844,36.320168
,100.582671,36.965557
,99.943588,36.551831
,100.550885,36.577228
,99.747216,36.744329
,99.483011,37.524123
,99.549247,36.963559
,99.628330,37.004559
,99.590818,36.564797
,100.529556,36.950333
,99.035265,37.100322
,99.707074,37.090039
,99.112954,37.186008
,99.773700,36.364192
,98.890645,36.867611
,100.330054,37.309907
,99.607619,37.076949
,99.600311,36.711046
,100.210883,37.508457
,99.515225,36.891925
,100.315497,37.457857
,100.229253,37.196761
,99.867662,37.236382
,99.327754,36.530188
,99.334494,36.731722
,98.879704,37.195508
,99.192886,36.485892
,99.607981,36.393216
,99.186043,36.580026
,100.674002,37.375904
,100.540163,37.364754
,99.259030,37.033975
,100.371417,37.091890
,98.978779,36.564781
,100.338001,37.361519
,99.409962,37.116808
,100.597142,37.126855
,100.219329,37.293829
,99.962657,37.270806
,100.028784,37.259287
,99.689785,36.648167
,98.867705,37.257486
,99.024504,36.775755
,100.253546,37.337904
,100.193747,37.426598
,99.560365,36.777951
,98.882813,36.798649
,98.829708,36.942810
,100.583963,37.032995
,100.801024,37.358840
,99.776856,37.400257
,99.509456,36.424148
,99.770171,37.460727
,99.857238,36.610386
,99.423090,37.278806
,100.390000,37.077496
,99.235409,37.038790
,99.641685,36.592551
,99.771147,37.040629
,100.562428,36.880881
,100.181374,36.605855
,99.202399,37.305315
,100.705920,36.941343
,99.184300,37.471735
,99.920955,37.421207
,98.790794,37.378857
,99.475670,36.959297
,100.359938,37.176781
,100.189970,36.472159
,100.683957,37.277009
,99.567463,36.408620
,99.643867,37.224528
,100.182158,37.277697
,100.606189,37.148939
,99.335922,36.561342
,99.489706,37.059982
,99.859140,37.077152
,99.420517,36.753296
,100.300114,36.556404
,99.251962,36.891023
,99.452067,36.655753
,99.407608,37.349546
,100.246732,37.177843
,99.517299,36.612455
,100.224280,37.453502
,99.192346,36.966552
,99.717436,37.042126
,99.027221,37.174879
,99.470758,37.410543
,99.063997,37.315504
,99.077742,36.611601
,98.958554,37.196708
,99.094241,36.916788
,99.437047,36.577553
,98.925940,37.187193
,100.068373,37.246908
,99.090048,36.892246
,100.727021,37.131718
,99.403984,37.207876
,99.597843,36.392845
,99.677277,36.452750
,99.762855,36.728357
,100.081591,37.159762
,100.225929,37.413664
,99.366570,37.467708
,100.594940,37.358043
,100.539880,37.344754
,100.183304,36.391895
,100.650008,37.422907
,99.793904,37.529280
,100.693109,37.013892
,99.970894,37.394773
,99.181540,37.054674
,100.149063,36.518013
,100.802854,37.382617
,99.074380,37.307388
,99.564854,36.698004
,100.504408,37.286422
,99.048574,36.684714
,99.213541,36.855889
,99.247011,37.291041
,99.348520,37.240129
,100.621949,37.075967
,99.519670,37.093620
,99.740277,37.383590
,98.943848,36.525453
,99.339146,36.461327
,100.230425,37.312525
,99.157735,37.168973
,99.651254,37.029237
,100.038182,36.386835
,100.139132,36.574699
,100.248694,37.535455
,99.241047,37.465393
,99.395235,36.646359
,99.807261,37.313853
,100.714316,36.916583
,100.618820,37.049112
,100.227317,37.509717
,99.649411,36.370524
,100.680878,37.167511
,99.691263,36.413507
,99.286797,37.425858
,100.517005,36.924941
,99.158503,37.263809
,99.377337,36.972287
,100.613938,37.016192
,99.340771,36.634876
,100.131819,37.224423
,98.981305,37.432121
,99.735415,36.612540
,99.129317,36.514096
,99.267557,36.806463
,100.686916,36.792987
,99.772415,36.709935
,100.610400,37.391680
,99.954389,37.448076
,99.060110,37.154174
,99.651525,37.465685
,100.189346,37.204125
,99.658140,37.209955
,100.085553,37.456336
,99.685841,36.494519
,99.713914,36.718228
,99.082852,37.128643
,100.536061,37.288543
,100.151772,37.475309
,99.811316,37.566676
,99.291128,37.253920
,99.197267,36.910005
,98.909880,36.998366
,100.466899,37.061737
,99.561283,37.200667
,100.306641,37.298252
,99.414173,36.846401
,98.847131,37.176706
,99.661875,36.729148
,99.659849,37.304664
,99.999995,36.660353
,100.368722,36.453755
,100.010107,37.562358
,100.356305,36.581771
,99.450407,37.465510
,98.982374,37.384470
,99.676328,37.131123
,99.792147,37.225389
,99.249007,37.379168
,98.932738,36.521159
,100.584955,37.110985
,100.071204,37.310218
,99.499354,37.061580
,98.969863,36.561358
,100.146882,37.223768
,99.000872,37.148224
,98.874310,36.865256
,100.468562,37.115684
,99.654550,36.690340
,100.227281,36.551936
,98.912254,36.556439
,99.502021,37.527172
,100.168722,37.380782
,99.780670,37.516576
,99.496373,36.519294
,98.869227,37.089550
,99.601370,37.354277
,99.108104,37.454755
,100.760655,37.220580
,100.738163,37.309104
,99.283018,36.944505
,99.533543,37.488648
,99.418014,37.134914
,100.508876,36.895451
,99.393465,36.807992
,99.895739,37.365061
,99.042435,37.325719
,99.723540,37.166134
,99.124282,36.935614
,99.649078,37.383115
,99.083098,36.584354
,99.243090,37.471320
,99.653364,36.709107
,99.949864,36.546800
,100.709629,36.846899
,100.739006,36.791601
,99.565059,37.517231
,99.649038,37.326748
,99.701400,37.109405
,100.000904,37.209818
,99.188105,36.635351
,100.733049,37.209226
,99.078064,37.042949
,98.967155,36.573042
,99.815386,36.592481
,99.116978,37.441428
,100.454205,36.893236
,99.758832,36.853200
,98.971615,37.429547
,100.570876,36.842384
,99.908159,36.374209
,99.717086,36.422469
,99.101485,37.311326
,98.944194,36.526052
,99.285220,37.290433
,100.655177,36.813460
,99.684559,36.586925
,99.763063,37.521797
,98.962744,36.755144
,99.329940,37.406507
,99.438885,37.416814
,100.525666,37.467080
,99.571592,37.228360
,99.151300,37.476944
,100.397502,36.557638
,100.808932,37.385226
,100.420127,37.405609
,100.215966,37.235929
,100.547078,37.151908
,98.874187,37.048162
,99.369651,36.502346
,100.092200,37.421778
,100.370904,36.488423
,100.051743,37.231942
,99.751174,36.529628
,99.677093,36.732996
,100.140552,37.178289
,99.213856,36.817758
,98.895672,37.374986
,99.895423,37.524277
,99.804632,37.456197
,99.525548,37.019348
,100.516571,37.189623
,99.279292,36.617510
,99.259437,36.823680
,99.780341,36.839755
,99.494988,36.539076
